Hash,Block,Age,From,To,Value,Txn Fee
8cae5bb81fcc0f4214bc75c178a73a73e978ede260a598b7299b2dff0cb941aa,10216928,2021-08-25 01:02:12.997959,5886f6f3189ff5ec623b4272a52611b0,a0a0a151fba8f22a80458ea96b5251ef,1.70040815 ETH,0.00751826
ebd96a5565969075ec65796d5f6832ce7b4fa38f027f4d26e603562f8fe25253,16833096,2022-08-29 22:12:18.331341,c4683180c1595a017b229369ba85b976,4d2c7b2fdae0b7b0386ffbedc84cbc6c,6.60539128 ETH,0.00220604
36ebf8b69e87de999d1cf897741876a3e7579c5e440ecb7542f2db3379c17860,11076851,2023-06-16 06:05:54.456157,5ac7d6b419ba2381a7cb12f0501cbb5a,6603b9ac5e42c165045ccc70497e88f5,1.28458534 ETH,0.00198887
6a13a8099fe1c7ceb933126c967a76aa36f221e414e9c1aa11249add47bfad17,12836191,2022-06-05 02:05:52.349100,b07844f931459121dcfac2e050bc7b39,6fd2ef934609ba24376944db34a01893,0.07292006 ETH,0.00577014
94397734ce127fa5fd2f6362dc6a047c79b5859c6b469d39fbf50c7f4152e883,13133896,2020-11-04 13:06:52.750243,2b3bae59a157f71a2dc905f8ac66edf6,58e0ad6ec7e0ec812c723f4637153649,2.61047074 ETH,0.00965053
dcda52b587a023e985591e578076483cde4d0fd1ab75ddfe21e90e77f205e0fe,16581372,2023-10-26 18:26:07.351823,cb0c09df7fa017342adf54ff7d658bd7,0ad3dd085fd1a6cb0be9b1884e008626,1.18490257 ETH,0.00378583
234177a032fabf5efd19b88cbb84c5d98a540b250aba3bbac2677b9746bf0592,17855885,2020-04-30 11:20:09.761188,555defab19598cc4a8bed4f6b25c3e5c,419f43b6005d0ce38b0d980c62d5d6bd,9.67844427 ETH,0.00913682
e1ed4f6ab40cecf0170f0c940caaeb31e295037b7ad7fe9592482a68783edb09,19410687,2022-10-05 06:27:34.451370,c6a98fd2cf26b265d50f6648b9f291e9,2a69f08ccc75aa04d314000234dc9bae,7.35586366 ETH,0.00948576
1b144ccebfc433c5a3d24ed7568617867316c85d6c314a5c1ff9127049cdf091,18540028,2020-03-27 01:36:12.595131,bd551e599689aa1ea03366183647981b,ecfc99a67a409f81bec6899dfc1ed0d4,0.66288600 ETH,0.00502936
c6f9da1a1002df771e4a3b43bb256d4fd43b873c5138d790319d389ee3de353e,17940022,2022-10-13 05:52:37.382472,72088d126a7ccd20d586dfbb6dba33d9,956b71f5d1af08f327878fff7742124f,8.85214524 ETH,0.00591971
6205826466c925491af082bb0e28e500704df1e127cf4e1ab2a6abb4e11e5a8a,10253609,2021-11-09 06:36:04.239616,dd0784ca8e4552e908b3db877840fecf,07870f4eafbd26d4233472e8239dc58d,4.49172648 ETH,0.00169361
30dc482e69103cb6f4b6ed3759f23bcd0f26072880c5863aa451f7a4fefa6daf,18464638,2024-01-02 04:47:10.447221,9e0507e110cf65f32294249ed7948026,90f20583a74c645a57fa98e830ac66a8,4.07486234 ETH,0.00742264
ef410657f54d53b930895d169c8f89df93fc697387d98ef00c8924dc5cde1e7e,19829908,2022-12-02 19:02:54.305703,a53cdde512c090a7d91257e76feadf00,45e4c715c313ffd10a72cacaaa567e16,2.41410837 ETH,0.00987006
da5f4a3050234a7f6d6e805816b4cb893c4dc0aa6003cef8c884c4a14a211f3b,12860313,2023-02-16 08:48:23.358276,8ceacf4e19c0ef5ec6afccea8e7ce94c,1590fd6586210e9ccdafeb9c030dfbda,4.76469461 ETH,0.00513169
fdd970ea92b2b54ca0de94ca6863375bc11d3e940b9654be788bda5308268e00,13294121,2021-08-18 00:14:59.901186,67cff000acf238000e83466fae35c092,ec99710d5ccca7e3fbf6afaaeb2574f2,0.18147293 ETH,0.00774099
606ca96c63e093fc1ddcb8235bc63c71c08aab69020698813b3b8c13754debbc,17451999,2020-09-25 13:05:26.022527,4207aeca05178393c65e271d8900379a,1ba6db4c5d2ade32d7c627019699a8de,0.22701711 ETH,0.00560924
231191c78fd2e4945df9ed3b62ac9b118c1d5ac8c2d74bf030184fa6fa344678,11930417,2022-08-27 04:55:46.715421,048570db0c8354529e8654e425e0ab03,b8bd7f60d56d3461098bb5e8cc446f01,5.91442698 ETH,0.00267963
ac5c304b183f7fa3f253643ab42a184b690d8cb0641060140203389807666713,16260875,2021-05-10 08:49:25.257753,600a5de50232ed9c78fb3df77e959e2c,5d6354a012a2b46f67330d5e08e9882c,4.35192418 ETH,0.00971804
68076d97ff5d3fe3e5a73718d3a191f42b01587d3c7affbedd72404579f9c986,12052391,2022-04-01 18:04:55.079362,50d8b7344e0b8f64c3ae5079d522e776,ac1d0f91beb2853cba3260d7920c6937,9.34741258 ETH,0.00513649
2aa8fa83be756edaa31db0b1e33d1bd5b147c4131f1a00271a5df7c79ff49005,14100929,2020-05-09 09:30:21.163946,5e101a963bccf7a562e72ee2c66a9936,fbc3fb1c24697e373c24e284233a238e,7.28523332 ETH,0.00695512
f71ed22659002817b8a5faafefcd7c36545a89c52de51550c77a06b70868f0a0,10943712,2023-04-06 00:39:56.595883,aec18f34ef29c670cb8d7f3fdd667eca,9d593e36beefde357ce106111eff0af9,6.58586109 ETH,0.00679108
306b3d0c5677779d78ea028d919c8b31bb7402155095fdc379c992a8dd308cb2,19924556,2023-10-21 00:45:22.721649,2ae27b8b6c164bf2297d6f3a708cb55d,7120db030fe284f9b25ef78a527cf0b0,0.68854382 ETH,0.00155443
ea56358329c06b7bfebf80eb0b9edeea4bd92a787fb94816041fd22a934c3f45,11659243,2022-05-28 20:39:04.491865,88d094048f0400b8cad9d95b41f00b01,02260288a4c5554248176389e5cc58c7,3.94825366 ETH,0.00370257
be1ade2aa0476cb622f421608293c0e3b5f23e542b93b56b3832b4e5ec4a7de1,14054722,2020-06-24 17:08:28.115006,32b58c06b3313aa18c1d5993280065e5,b52bc9d8355393e0c46bb655f6e1839e,1.67212806 ETH,0.00785349
8f16cb9e09947c4116cff0e06cbad051cfb45863b01b220567e42795939402d3,13215081,2022-02-15 20:03:37.896180,bca28e59d3ab8505a55ebee592465621,2f7a144da3b46c2eb33a72d372f27a47,0.90183786 ETH,0.00766344
ad174e38fe3c646ec504cf665316891390588ac32c9ee9b8c601119f46bc7fd1,12591411,2022-05-19 14:26:32.387415,37db1636628a76528e0bc47f2c038511,4e004be04136001a8eacd60ba586519b,4.93914077 ETH,0.00436584
df47e540007edfadd801f3c6a2380089b5b5428f7f85db607f6b3f4404ab63d5,13018339,2021-05-19 05:10:46.788884,0aaeb9b0f2bb84affb839053aba7a88e,727b7c9f602e04b3e226d6f9606c4751,4.00823478 ETH,0.00912753
c90a66c11e6d67a959fed627ffdba018406fc8837edb5855eab1d12363481d4a,13296744,2022-07-26 19:48:38.849442,c01720f10f32a99f874f920a47bc08c1,e0d7773adad3b4cc0bf608005fe204c0,2.28244163 ETH,0.00644325
b677281f8d8e169005fbc50ab1abdb6c48ba129c2e9810a155c251adbd65899d,14575015,2022-09-16 16:47:00.428938,b800a7ba2906f1d140fd9e57899c214d,ba1b3927155f628e194baba29df036d7,4.72629646 ETH,0.00918456
2f8d85e9b77e74ef65e229f12e780ff9c334ce3e02ff74f55c515c715ead9f49,17930279,2021-11-13 07:52:07.573217,b1d6f17d055857c9d28524c0fdcd6bf6,84eab932abd7164602cc59be074c6413,8.77761107 ETH,0.00597618
8cf3556736f66690895418627c5f0c38426eb560062ef1fda53b3eefd0f234d9,14799595,2023-02-22 20:35:32.541165,7d4f61e08599ffc1890ae67b9c7be3ae,c36b164942dd27842d46f9119a07bb5e,0.06649057 ETH,0.00570427
0e05ed7c7633c36657bfe5018974106872c940204d9936c7dfa4a70e9f80f0e6,11714398,2021-03-09 18:44:21.638552,769690839fc25fd1f1a6e27dbe4a5759,75cd29bfb3774ff1593df9eac224d6ca,5.85044127 ETH,0.00909923
ac4bc83ede4298bb8f84b684fe5cd600ee1a907b19637da40510b2da1a9e7fdc,12619076,2020-05-08 19:21:08.281537,9a38b18ac8e072c1f44c99f7201024a3,782bd5ec06f7efde3fa42ba99a477b65,9.60018784 ETH,0.00202339
bbb6295f3dc09c22a4cc6d084387d10410754935b8def2a812515f6b1e930cb4,17216959,2020-08-25 21:30:58.059826,c3d5f9f8cfa19e8e4e60336f2e36b98b,569022269ec48110b392077de58083d0,6.14579880 ETH,0.00603413
69e712ef8e76ec6adffb86d979512cad5c29ee68968b6c46c213f5d1847089dc,17044347,2021-10-23 23:06:17.647650,c957fe0884ecf4f838d34232e2f01039,fd8440008041677c42fba3aea30f0b2e,3.93557421 ETH,0.00723428
dd8251a39d56719689d49eafe24b0eb658caaa856b1ed5f52562e5c5e8209fba,10703657,2023-12-28 05:58:02.563058,08db3f9d1a50fe18c5e7f750fb70dc3a,634868671b975d37e9bc2d575c87fb58,8.81539596 ETH,0.00950766
070a83bdfb728889ceb845f35222b8b05a71695fe285ff7cddab6871d42473b9,15783612,2023-12-01 10:08:02.024305,dbdd430ed160df68c9f72d93f3362862,9a2bcd2b5fdff535b68346784fbcc7cf,8.59913777 ETH,0.00350272
bb3a92672c04687426268ab6747b6b5fb1e19c1c66568d2440d207927a78c611,13731072,2021-05-21 11:45:26.980533,72fa4b823e696d706deeac6bbcfa4d58,6f77a6939c376d6665708f82f445314a,2.97292516 ETH,0.00479630
0b1c198165641833f0a82b83e6487ea7440082e6e3eba9ca47521675a82dfb4e,19900392,2020-09-12 15:07:14.605373,9a8691f432a44d73e5f49f5bd9ea0af0,5fee8c94184eb529c9b6f5d59d1cd263,8.50689743 ETH,0.00966722
7f3b47beff6ff9c9e83595794103c5575bc9be1d9a97ef3fbb3b3efe6c4ae071,10432266,2022-07-15 11:18:16.253431,93f1b669c0a5c4f336a326a2b17c7e06,b9d5408ab4eb7768630680f13fc588ce,4.53274308 ETH,0.00282759
410d8af90ae51c596c60e03033681becb8663f8ac2a690feea72acae4a2cd043,12128613,2021-09-12 05:38:05.588080,09af2b8a4028cc9fc4495ddb818e8e54,7a635cce9a63ae6c22543bc0b3460ea1,7.15593217 ETH,0.00437419
d822b589dc3ebe1a482a081372e8b1f1fc32da9d5a14d3082ebf28eea5396aa0,15576611,2022-11-26 03:38:50.858316,b349864720702f1c0e28c9a064b8956b,b8e74642e666e91ba42bfb6504a94d64,9.46286241 ETH,0.00805888
5e6967c3b32e80c9e48ba7d15c890a0284eb12ee36052742833627c4c7edf4c1,11591215,2022-03-15 14:48:11.833446,bc3a41c4d08cdd460f3facf835af14ad,f922bb327ad3dd35e62d8bfd1b4b15ca,8.51591502 ETH,0.00263473
6c19ac026dae3cf88008fd63825c28eb1ab8b849cc53319faf9064d0c14e91e2,15981001,2021-07-09 17:27:36.859692,cb22560145b680b10dd13324c3ba5d6f,5eaba2edbc03d78ed0e772df7e57792f,9.32263319 ETH,0.00972043
bf98d9ccd2976ec6c62fa3f5031af870e9620f685d4c46e5ea3a0dfbee282560,19375140,2020-07-19 09:12:58.881524,ac0a32cfaa6e24a44bf16026c67818e4,894057ee6b0d4075cfac27049409404b,8.49200064 ETH,0.00136848
ba13ddfee70f71fd5fedc6bd50e4f4eb6e05ca29b8905fb9637e75cee55e3c1d,16374966,2020-07-22 13:02:11.103898,89a46f9c5a4ba80f54c9610f3ada0022,550a1d592cbd8e3013a8f0868939d247,3.42940432 ETH,0.00825715
79f832838e454a026e02f08eda2471a67d549fbd78222a78441e4e2d356238e0,18467164,2022-07-07 07:00:19.405558,f30c4cf89b89e724703910a655df8fe6,d9b78c42f21080832842e7b7ee092b0c,6.36837051 ETH,0.00636622
2aad4d437de55e940632679d932278981aaf6c210e4230e113879167085ba66c,13435570,2020-05-07 09:00:23.344180,1ffa7fd9724fd30947a29151c39144f1,4e8bed6395e13818163782e50115d203,1.72467045 ETH,0.00612719
6adcc990c5af03dc5565af2bd2f70fe28fe8f9b79aa53517090100a593f6f9c4,11415956,2020-04-09 03:39:32.072607,40fcd058c4f58d4a7dc8ff1d20d28eef,01dc8a29851432bb1e868488ebe0336f,7.27467927 ETH,0.00561004
df15f2f5d87dc5d017a25c66cc7df6f88bedb132b507f4169605bae3ce1d85e8,15196331,2023-03-10 15:20:05.165082,7ad96b83ca13901ec3267a54a53930b8,baf9db439ef838195a2302952631214f,4.16440995 ETH,0.00530806
712ccfe1c9aba7681296dd7412a37b55f86609c105518fe6f2859a9f89b2adcf,13875177,2020-05-13 14:06:31.083226,f61843edbbf99b9dda41e5ac0b663c47,06d45bfa92b89367d880ed9d9fcc54e6,2.47747992 ETH,0.00175946
8cb7fdc18d730dd0ee078806dbf7b8b55e2e805b9ec23deea1abfbd34848001f,18706109,2021-09-18 14:39:16.975991,1c8998edbbe2e1d23920f06cfba12327,3500ac8c9e20d89ab74bef99dc5d2551,2.72947739 ETH,0.00581827
11c85df68ba513c4dccf3bd88eabff7862f4fc87c871618e1d7702993ed26a98,12236997,2022-12-03 07:16:56.550092,7ed69b0ba8ac22f5f9a1dc6baf9a26ff,a4dc982553d322057ee095c5b5c4885c,5.99136023 ETH,0.00280995
9441cfdf9f62e55876cae6fe978d023044c6d2f558d53ab42f269183f7bd9e08,13574614,2021-06-01 21:17:09.753510,7ef97975986f33898b69e8f9f9c54d6c,8d49eb0dd2e1e9916de2e9f43af9a215,8.68450888 ETH,0.00283034
9b3d5457ead8c45e8383e2447a2576680607b8e11b4ce75c2d9b47fa333d4677,19999144,2020-01-04 09:45:11.618926,c99c33420cbae2e115e3237613a9e6b0,2433f2f5631371648d62ad4fcfc09aad,2.94166973 ETH,0.00688397
09f0ce413e4cef155fe80042cd7a84c83f1f8f2d81df0ba05e3c3eded1899e62,13185723,2021-07-31 10:45:03.675554,099a8e80e7ebc728e85d186845f8cfcf,9062a65655f0b8ec6e877f9e7cbca488,4.57291597 ETH,0.00279618
13b7feeea98436fbdf8a88dfb8e85be935c42eb365a8495a153b3979f04f9c35,10267323,2020-04-19 11:40:14.038689,c27e7aa9c875ff2b5c22fb78bbe14ab6,9c90123213ecd8054ef7c645c49ccb8a,8.33647863 ETH,0.00699280
7e9924a4a6f29f512485fde3041a47a514224aded85d2dcfca5a5e663331fe62,15634741,2023-11-26 02:11:23.815850,bc56f70fb73644da701eb5d5f276adac,b805734d6cd0fcce6a244b87ffd3449f,2.21978009 ETH,0.00656111
fc278d1c537fe69641cd87970c11d0c99cf8bcd74032a9e141b5cea263b97588,19897743,2023-07-28 19:01:27.145170,f3eaa7ef78a80015b400f1f75049a0af,28d84c7fe66940c17e03028617f5fbf8,8.02039807 ETH,0.00227568
3c81dec7f31763955cf19f5f65524fa88eb9fdbdd65602fe47f22decce326997,11510256,2022-11-03 17:11:09.354305,e78f80a9f416a0dae0a7ecc9dadd8a6b,770f45955749ff3a02b22aeba7afe5c7,6.93175045 ETH,0.00277874
8d081d7956acb3486f1224d46e88a2fdaf4377b9f38fd78732fea81bdf050796,13869318,2021-03-02 18:55:13.263972,bfac2783839a0dcf26ca23f4183ea4f0,834547f5acc5ad3125fdfccb3dac8501,3.51302950 ETH,0.00735924
217038fca85fd868c91062bac0d97317bfb15b37b8fc70f2d5c068d7527b459b,18640470,2020-02-22 11:35:13.680902,25c4c5c45b3a2da381a2fb2b7c35f653,abdd2e26bc8a73e6d0b37ede5445b7a4,8.17406246 ETH,0.00875339
80eedf13efa118fd464a5aaf9c097c17c014703ab5a7093cc2233eb180e7f998,19227100,2020-07-02 06:34:19.543428,9ea597ab3b6c0dc64d88cff30c8c0171,1b593a8f1c99068a77b5941d58a09d2c,5.47230517 ETH,0.00801059
f324895ffe988ad6c998ab0b619a37facf0cd19791d1075a61410961f1bfad79,11238069,2023-01-08 18:41:50.770516,1591e5e745335acdc34b9450d34d410c,4e6fa4fe2fecdd3f7fc0692cf0818fb9,7.13070257 ETH,0.00223811
e8f30292e3fc871d45f9c940ac3b454c9d2ec462647e4574fd0a542be7d43e1f,13240916,2023-06-01 10:47:58.295427,52a7bf538372caaa507a641dc7404de4,b9549a4b333526df2c732097dcdbcc3d,4.99770553 ETH,0.00301583
c6a74ee31d442956f61eeb2cfd9048bb3bf1f1a43afbcaff7ebd1d05931d5ca1,14988898,2023-09-25 21:46:10.140057,0a2ee90130a5bd9c5fad3b56a223bf2b,c236947a1370394ea060dadfad55fb0e,4.15714874 ETH,0.00463628
90ef4b629ebbd72fd59df0f378e617632a5aa4f67df2dc7941c8882ab4b7710e,19636655,2021-03-16 21:58:11.813447,2db33e02e170adb4a3479da2c7759507,961437bc41228dbd80643f8d79f43bed,8.43388833 ETH,0.00854123
57d32a2bb70e770133b15378547e66531d67d4ddbb0520d921853c90726fcf44,19290487,2022-06-19 05:32:18.646271,5e59a9f396a6d0ca8ed57515347548f4,8410300eda2bc4db7b2a5775dd4e75db,8.97150666 ETH,0.00264968
a3b0cabde24dace6c38e6bb59d529b2651897bfacc3d1d2cac492bdc8b65dfa4,11114908,2021-02-28 12:37:27.770778,3a44c5898917548a168a6d7e6512bb91,4709a7ff42bf8153f2dbf4532ae97522,4.91833676 ETH,0.00125071
0cf5714d323941c8cc06a794857ab735435383c2d0f8b0c0cbf1c5a4a965bc6f,11729926,2020-01-12 14:23:21.863593,fd5fb61d9d97fc2bb1c9a47003eaec58,e05ed55ce40dc0d1e66306a2f9331205,4.59727456 ETH,0.00472722
26190e668988653d4a6050fe4d2589df2cb0337ac5e4d2159860abeb10257732,13155799,2020-02-03 01:17:21.713307,a23ec2fdc93d665dd1c7b74e756a2b5e,e6730c52cca9b939764485c3a2b3c1cd,7.50261164 ETH,0.00823720
6e1854b426de8eb4d2b4f2866d089ca0a86b439301f53d7733743a2ed39ed0f0,10575013,2023-09-24 16:55:56.849931,a988066b1f1caf84d4a75bb707901e70,ce3c9e18813d92e2c680b7fcb2bdae9e,4.38981198 ETH,0.00982365
ee6d166e2692d007922e9abf00285745f368bf84e51794d01b0ec57f8087433c,13376492,2021-04-04 11:47:58.731586,aa165cc33e5da11eb376d5f73411f2a8,1717f35aafcee53f436ad9aad0e8c5e1,2.37759592 ETH,0.00753546
e2927701e1abc1b333f6d0047776582080685d1e76ac231cb561c076b8b3f9f4,10812727,2020-06-02 14:40:30.952369,4a110e6bb382bff10694e61537a7f7ea,828744870699881bcc34d331d59de21a,3.98604220 ETH,0.00241972
746c1dd15f368189beb6418a2377e92763519fd278cf63a22cc3661e195bf2fd,10766500,2020-02-26 01:16:22.251009,b128f319b1d81ccf625b7412e903207a,40208a2bd3f0c64c4f8b56b1deb1e696,0.21119440 ETH,0.00176915
770b76c92aca29d1e597bd9e670e60980abdafaffb105fe85aa115b5d56d112e,10219752,2020-08-07 15:29:42.986363,259f1533a2d8edb0052e591fab326e13,f1772b83dc01cdc96e6cdf0484def5dc,5.85369125 ETH,0.00904632
1bf0cf4cc978865847792b2bb753578e2495a892d3546fce4de3bf945a460197,17137751,2020-12-09 21:39:04.716439,2aee3790fdecd6e4d58c163afe32f886,da30b4a19a120db0129f55038fec9122,8.18000860 ETH,0.00117053
18f5717ba913e419f3ce66e35a2929a432d59c2d4dd9f36579743b6f504f995c,14692042,2021-11-24 11:08:32.979163,04450b8b0fe94ac48fa68d5d4328d579,906cf9ce0a7aeb1622ec4c52e9961d85,8.41326373 ETH,0.00441798
22d0fcc79bf2ff1c4722646f512dcdb07461477a954851ec6c9e96bcceee3ce8,13287182,2021-07-17 09:17:12.480210,75a9049f00aa087541efc05a9946f412,6ed23873223b479cf8e1a5bc3c5e1ae7,1.55020875 ETH,0.00984810
15b530ccbd3e08d3a90e9cb9a71807527917d60ec7513f2c069872fba3325dc6,17192425,2022-08-13 08:48:13.162484,817cc5e881f80f1a2d77735efebdfc84,a480bf4a53344be6eb2850933f515199,7.76566206 ETH,0.00553256
ae1917054dff9db67ce04d9f54f7334c45cd4e00bfa409d6a0c213dbec3f1c6d,13455309,2023-10-16 09:12:16.782646,9c68a91c12c7ca14bd7f34d22ab88c3e,41796001b7626b583683cdbe697a49d3,3.50193752 ETH,0.00409234
74139151abdc7b4fa2491696f78c2174d94f6463aba642cd18d6e9fcea81c10b,17525328,2021-08-24 23:33:46.178981,128a2bd9263c12e8a58aa8915ea0f467,2e59cfea0f1c162b28201c51a29bdb89,2.18610171 ETH,0.00935577
9f935d40f5ba86efc923033883c1153774395e691fd2ddb64fd75053cccae77c,18243355,2022-02-16 13:20:12.541031,ed2412260bed49931aeffc4a2b6b15e8,524cc98620bcf93356ff910174d5787e,7.13500238 ETH,0.00120197
1f440b3e5b030df57c1522ae90e87d858d8dc339b5965439dfe2be6b465be001,10011541,2022-12-22 20:21:23.561279,cc56b9a94910666dbab6d73ee2f923a2,1fe7491add43782e00686a1431bb94e8,2.71949337 ETH,0.00391494
c3d29e3559159e60fa2d29e3bd182f9654a0d5191b717bbc645c8e778922f417,10504380,2020-09-30 17:17:09.568403,988701f8b7e55e04557fe425588ce724,d191371a454cac09bb13a16c5386101a,9.07841653 ETH,0.00798368
a831f7462e9ebfcf46fd3222d09ff2b6a398d00683b4cbc2b68185def35edbcf,17597751,2021-07-02 14:45:27.821853,3a1ae2ba07b160f6a577ab5dbb875c7d,794c9963ed4abf6b556b70b34425cc23,6.10420196 ETH,0.00346123
2234a67a7206bbeaa56c47c513fb19141e5c359ba4634a7c9389942af79b5097,11090500,2021-07-05 10:11:50.627824,bd299e2021654f35a78feb3dcbded424,469a5f6bb4deff0778b04d4f94023c5a,2.45182223 ETH,0.00390227
5cde2c732afa9936b4c4d5e8a144bd1fe407268a6c29c219ff09b7f80587e42e,12720498,2021-06-02 18:38:41.872458,deff721e6db48b09b718f6eb23131c28,4b54247e457fa52ae038e0159b6f489a,8.10927159 ETH,0.00768437
8afcf3a4a693fde671977f43da41306ee5e945a34a22ec7e7f785df277a0907c,18008333,2022-01-09 01:07:31.964817,6d7d0e44efd5660d7861c248a620550d,3090d9f02be3063f9537b4a42479e554,1.52398803 ETH,0.00517918
84261cf331c47fa291cc04ab0037bdba7f248b15a5a48e456d2984feaad8d758,12376830,2023-04-02 02:29:43.225936,908f0c7141e8ed54d242dc6d3553b363,4f6d18df0224535a232e39d9b11872bf,8.96780662 ETH,0.00730265
8db44e985f33c80ef0a7ba9ab491a1bc951a7a3c62a982cd60b52cf4d0ae38e4,16952942,2020-10-01 16:49:39.393006,5038f8bf0bb8f021c82ca5ad49331f1b,ffb7ebcc45a0322d79b3f21f01de06af,8.89625590 ETH,0.00525572
5b5ef2466dda4b5d7b867ce1e98356068d6e3b87f6665db423c2e39851c297e6,13481072,2022-10-12 20:11:37.287069,3b0213ac9c3a6350a0db7ace49723821,fc60a95d1840d304e26d3b7d9b66d67d,6.53049055 ETH,0.00140006
6c0781d7a4162d44e05399dd9437a6f4b988802371d9adb7a4beef5d7bdd3674,12509113,2020-02-05 14:57:43.682001,15949f35df75637debcc30bf2cbd9981,13d0b660a24ef188476737059a708268,9.44942873 ETH,0.00436974
246f184d8d7843a5bffaee63d6233955ef78e7958c9441493583383877015f23,16289357,2020-09-06 05:44:29.261245,a7c9a2aeee6b80961de6c3041bbe96df,ca37cc23d2555b7df722cbb100d603ec,0.13014576 ETH,0.00188571
944fa0bceed7e826d370111f2d08bf339580375717bfadf9e27401b1e6af2861,19739585,2023-09-21 00:25:47.976923,f2b5b20851447c10615709b45003d66e,f507ab854a7b3bb2cf84d1a6227913c5,6.52081235 ETH,0.00144831
db1111aa4dc727b101f5744ba59c2c9086bac83dae0ed42f5bb9da73fbab2748,17913183,2020-04-06 03:04:36.864492,1c7bab53beafb3445ea2e4284a4f9888,2a48e2cdc3f5c0f48e7e595087308246,0.16259357 ETH,0.00182720
2cde5d80eb392bb886045dd4ebfa43afd50b7d3dc7c55cef339ebe1ac3a807c9,18124168,2022-01-01 06:25:13.923211,c93650168f5c8538d93af73bbe00acd0,31412721e16862777c50a66f3ca164ab,9.77437862 ETH,0.00735598
de4f61358c72c2a405f5e97a1830e6712cd2aa8e8e9885c59f0082f043aafd3a,10130226,2022-10-24 14:33:27.777881,2912b2f9749da258eb5afe5dee155458,fafcb255b26f27159cfa460bd2cbfbaf,8.20230969 ETH,0.00843954
e33bb65f84a1df7951a37c3d68ae86fd2af961475841c734a7ca3f660939da9e,14018904,2022-07-25 05:00:53.319422,c4f0fc69400c262711960211e640da68,dfc31130fc50e45ff8da1d471e83a6e3,5.53493770 ETH,0.00923513
f5a1c11cc8aa2a9201cd975ddbf0ad9e8e443828a8e33868c0d6e341a234be58,11173107,2020-06-21 04:19:44.836045,00b04979b87d1293b198ee5d0e702e34,c465908dbc30af2e449d61a12fc717d4,7.43316777 ETH,0.00757174
422dc533e59229db8c8ea431e7b0ee3e6326ad139f81049d3af5d67cb90c6719,17244860,2021-10-02 06:47:14.105362,b0cddfd507caf31a95bc4472f49cfa20,3d895421f16e33d06815d2c49c319be8,2.39055709 ETH,0.00295245
16879080cf1151bbe44a4f8c4f74f2405bce028209310ef428ebb82f7402717b,17788098,2020-02-27 01:35:34.666443,7bb70d00471805432885bb6b16bdbdb5,370a9ebb8e2f81cdbb532ce15a050e7b,0.47826090 ETH,0.00906228
8985aa3fc67c2fed5c95dfb77db2cf1b63a1710eb57034b1233880716adc2d3d,12024293,2023-08-17 03:01:40.647296,4c8d9278752aba5127a979915df93716,c5d5075834cc34d43d6a1980a709766c,2.28882244 ETH,0.00529523
