,Unnamed: 0,Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
239,245,2024,Entry-Level,Full-Time,Data Analyst,30225,USD,0,Medium
240,246,2024,Senior-Level,Full-Time,Data Engineer,220000,USD,0,Medium
241,247,2024,Senior-Level,Full-Time,Data Engineer,137500,USD,0,Medium
242,248,2024,Mid-Level,Full-Time,Data Scientist,127660,USD,0,Medium
243,249,2024,Mid-Level,Full-Time,Data Scientist,68740,USD,0,Medium
244,250,2024,Senior-Level,Full-Time,Machine Learning Engineer,137930,USD,0,Medium
245,251,2024,Senior-Level,Full-Time,Machine Learning Engineer,74270,USD,0,Medium
246,252,2024,Senior-Level,Full-Time,Data Engineer,180500,USD,0,Medium
247,253,2024,Senior-Level,Full-Time,Data Engineer,96200,USD,0,Medium
248,254,2024,Senior-Level,Full-Time,Data Engineer,266875,USD,0,Medium
249,255,2024,Senior-Level,Full-Time,Data Engineer,128250,USD,0,Medium
250,256,2024,Executive-Level,Full-Time,Business Intelligence,230000,USD,0,Medium
251,257,2024,Executive-Level,Full-Time,Business Intelligence,176900,USD,0,Medium
252,258,2024,Mid-Level,Full-Time,Data Scientist,212000,USD,0,Medium
253,259,2024,Mid-Level,Full-Time,Data Scientist,93300,USD,0,Medium
254,260,2024,Mid-Level,Full-Time,Machine Learning Scientist,200000,USD,0,Medium
255,261,2024,Mid-Level,Full-Time,Machine Learning Scientist,140000,USD,0,Medium
256,262,2024,Entry-Level,Full-Time,Data Analyst,80080,USD,0,Medium
257,263,2024,Entry-Level,Full-Time,Data Analyst,65400,USD,0,Medium
258,264,2024,Senior-Level,Full-Time,Machine Learning Engineer,210000,USD,0,Medium
259,265,2024,Senior-Level,Full-Time,Machine Learning Engineer,178500,USD,0,Medium
260,267,2024,Senior-Level,Full-Time,Data Scientist,115500,USD,0,Medium
261,268,2024,Senior-Level,Full-Time,AI Software Engineer,242000,USD,0,Medium
262,269,2024,Senior-Level,Full-Time,AI Software Engineer,106200,USD,0,Medium
263,270,2024,Senior-Level,Full-Time,Data Integration Engineer,148000,USD,0,Medium
264,271,2024,Senior-Level,Full-Time,Data Integration Engineer,100000,USD,0,Medium
265,272,2024,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
266,273,2024,Senior-Level,Full-Time,Data Engineer,145000,USD,100,Medium
267,274,2024,Senior-Level,Full-Time,Machine Learning Engineer,180000,USD,0,Medium
268,278,2024,Entry-Level,Full-Time,Data Analyst,85500,USD,100,Medium
269,279,2024,Entry-Level,Full-Time,Data Analyst,51000,USD,100,Medium
270,280,2024,Senior-Level,Full-Time,Data Science,185490,USD,0,Medium
271,281,2024,Senior-Level,Full-Time,Data Science,134530,USD,0,Medium
272,282,2024,Senior-Level,Full-Time,Research Scientist,337300,USD,0,Medium
273,283,2024,Senior-Level,Full-Time,Research Scientist,192700,USD,0,Medium
274,284,2024,Senior-Level,Full-Time,Data Engineer,205000,USD,0,Medium
275,285,2024,Senior-Level,Full-Time,Data Engineer,175000,USD,0,Medium
276,286,2024,Senior-Level,Full-Time,Data Scientist,185900,USD,0,Medium
277,287,2024,Senior-Level,Full-Time,Data Scientist,109400,USD,0,Medium
278,288,2024,Mid-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
279,289,2024,Mid-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
280,290,2024,Senior-Level,Full-Time,Data Engineer,277000,USD,0,Medium
281,291,2024,Senior-Level,Full-Time,Data Engineer,173000,USD,0,Medium
282,292,2024,Executive-Level,Full-Time,Data Architect,210000,USD,100,Medium
283,293,2024,Executive-Level,Full-Time,Data Architect,180000,USD,100,Medium
284,294,2024,Mid-Level,Full-Time,Data Engineer,75376,USD,0,Medium
285,295,2024,Mid-Level,Full-Time,Data Engineer,57070,USD,0,Medium
286,296,2024,Mid-Level,Full-Time,Data Engineer,200000,USD,100,Medium
287,297,2024,Mid-Level,Full-Time,Data Engineer,150000,USD,100,Medium
288,298,2024,Senior-Level,Full-Time,Data Analyst,193000,USD,100,Medium
289,299,2024,Senior-Level,Full-Time,Data Analyst,156000,USD,100,Medium
290,300,2024,Entry-Level,Full-Time,Business Intelligence Analyst,92000,USD,0,Medium
291,301,2024,Entry-Level,Full-Time,Business Intelligence Analyst,90000,USD,0,Medium
292,302,2024,Mid-Level,Full-Time,Analytics Engineer,197000,USD,0,Medium
293,303,2024,Mid-Level,Full-Time,Analytics Engineer,115000,USD,0,Medium
294,304,2024,Senior-Level,Full-Time,Data Analyst,92633,USD,100,Medium
295,305,2024,Senior-Level,Full-Time,Data Analyst,77194,USD,100,Medium
296,306,2024,Senior-Level,Full-Time,Data Analyst,92762,USD,100,Medium
297,307,2024,Senior-Level,Full-Time,Data Analyst,77302,USD,100,Medium
298,308,2024,Senior-Level,Full-Time,Data Scientist,170000,USD,0,Medium
299,309,2024,Senior-Level,Full-Time,Data Scientist,130000,USD,0,Medium
300,310,2024,Senior-Level,Full-Time,Data Scientist,297000,USD,0,Medium
301,311,2024,Senior-Level,Full-Time,Data Scientist,138000,USD,0,Medium
302,312,2024,Mid-Level,Full-Time,Research Scientist,212800,USD,0,Large
303,313,2024,Mid-Level,Full-Time,Research Scientist,124100,USD,0,Large
304,314,2024,Senior-Level,Full-Time,Data Science,160000,USD,100,Medium
305,315,2024,Senior-Level,Full-Time,Data Science,150000,USD,100,Medium
306,316,2024,Senior-Level,Full-Time,Data Operations Specialist,55720,USD,100,Medium
307,317,2024,Senior-Level,Full-Time,Data Operations Specialist,50700,USD,100,Medium
308,318,2024,Senior-Level,Full-Time,Data Analyst,140000,USD,0,Medium
309,319,2024,Senior-Level,Full-Time,Data Analyst,136000,USD,0,Medium
310,320,2024,Senior-Level,Full-Time,Data Engineer,195000,USD,100,Medium
311,321,2024,Senior-Level,Full-Time,Data Engineer,147500,USD,100,Medium
312,324,2024,Entry-Level,Full-Time,Research Analyst,300000,USD,0,Medium
313,325,2024,Entry-Level,Full-Time,Research Analyst,150000,USD,0,Medium
314,326,2024,Senior-Level,Full-Time,Data Engineer,154000,USD,0,Medium
315,327,2024,Senior-Level,Full-Time,Data Engineer,103000,USD,0,Medium
316,330,2024,Senior-Level,Full-Time,Machine Learning Engineer,234000,USD,100,Medium
317,331,2024,Senior-Level,Full-Time,Machine Learning Engineer,208000,USD,100,Medium
318,332,2024,Senior-Level,Full-Time,Data Engineer,206000,USD,100,Medium
319,333,2024,Senior-Level,Full-Time,Data Engineer,175100,USD,100,Medium
320,334,2024,Senior-Level,Full-Time,Machine Learning Engineer,324000,USD,0,Medium
321,335,2024,Senior-Level,Full-Time,Machine Learning Engineer,159000,USD,0,Medium
322,336,2024,Senior-Level,Full-Time,Data Engineer,150895,USD,0,Medium
323,337,2024,Senior-Level,Full-Time,Data Engineer,120715,USD,0,Medium
324,338,2024,Entry-Level,Full-Time,Research Analyst,300000,USD,100,Medium
325,339,2024,Entry-Level,Full-Time,Research Analyst,150000,USD,100,Medium
326,340,2024,Senior-Level,Full-Time,Data Scientist,283800,USD,0,Medium
327,341,2024,Senior-Level,Full-Time,Data Scientist,234700,USD,0,Medium
328,342,2024,Entry-Level,Full-Time,Business Intelligence Analyst,86000,USD,0,Medium
329,343,2024,Entry-Level,Full-Time,Business Intelligence Analyst,53000,USD,0,Medium
330,344,2024,Senior-Level,Full-Time,Data Scientist,187158,USD,0,Medium
331,345,2024,Senior-Level,Full-Time,Data Scientist,116974,USD,0,Medium
332,346,2024,Senior-Level,Full-Time,Analytics Engineer,225000,USD,0,Medium
333,347,2024,Senior-Level,Full-Time,Analytics Engineer,180000,USD,0,Medium
334,348,2024,Senior-Level,Full-Time,Data Scientist,179000,USD,0,Medium
335,349,2024,Senior-Level,Full-Time,Data Scientist,112000,USD,0,Medium
336,350,2024,Senior-Level,Full-Time,Machine Learning Engineer,195700,USD,0,Medium
337,351,2024,Senior-Level,Full-Time,Machine Learning Engineer,97700,USD,0,Medium
338,352,2024,Senior-Level,Full-Time,BI Analyst,100000,USD,0,Medium
339,353,2024,Senior-Level,Full-Time,BI Analyst,85000,USD,0,Medium
340,354,2024,Mid-Level,Full-Time,Data Analyst,119000,USD,0,Medium
341,355,2024,Mid-Level,Full-Time,Data Analyst,52100,USD,0,Medium
342,356,2024,Senior-Level,Full-Time,Business Intelligence Developer,136000,USD,0,Medium
343,357,2024,Senior-Level,Full-Time,Business Intelligence Developer,91536,USD,0,Medium
344,358,2024,Senior-Level,Full-Time,Data Engineer,199700,USD,0,Medium
345,359,2024,Senior-Level,Full-Time,Data Engineer,165100,USD,0,Medium
346,360,2024,Senior-Level,Full-Time,Machine Learning Engineer,251250,USD,0,Medium
347,361,2024,Senior-Level,Full-Time,Machine Learning Engineer,120750,USD,0,Medium
