,Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
46,2024,Mid-Level,Full-Time,Applied Scientist,170000,USD,0,Medium
47,2024,Senior-Level,Full-Time,Data Analyst,175000,USD,0,Medium
48,2024,Senior-Level,Full-Time,Data Analyst,117000,USD,0,Medium
49,2024,Senior-Level,Full-Time,Data Engineer,205500,USD,100,Medium
50,2024,Senior-Level,Full-Time,Data Engineer,135000,USD,100,Medium
51,2024,Senior-Level,Full-Time,Data Engineer,146000,USD,0,Medium
52,2024,Senior-Level,Full-Time,Data Engineer,82500,USD,0,Medium
53,2024,Mid-Level,Full-Time,Data Science Manager,240000,USD,0,Medium
54,2024,Mid-Level,Full-Time,Data Science Manager,180000,USD,0,Medium
55,2024,Senior-Level,Full-Time,Data Analyst,157500,USD,100,Medium
56,2024,Senior-Level,Full-Time,Data Analyst,132500,USD,100,Medium
57,2024,Senior-Level,Full-Time,Data Engineer,209943,USD,0,Medium
58,2024,Senior-Level,Full-Time,Data Engineer,155175,USD,0,Medium
59,2024,Senior-Level,Full-Time,Data Scientist,244800,USD,0,Medium
60,2024,Senior-Level,Full-Time,Data Scientist,172000,USD,0,Medium
61,2024,Senior-Level,Full-Time,Research Scientist,250000,USD,0,Medium
62,2024,Senior-Level,Full-Time,Research Scientist,200000,USD,0,Medium
63,2024,Senior-Level,Full-Time,Research Scientist,600000,USD,0,Medium
64,2024,Senior-Level,Full-Time,Research Scientist,280000,USD,0,Medium
65,2024,Senior-Level,Full-Time,Prompt Engineer,600000,USD,0,Medium
66,2024,Senior-Level,Full-Time,Prompt Engineer,280000,USD,0,Medium
67,2024,Senior-Level,Full-Time,Data Science,180000,USD,0,Medium
68,2024,Senior-Level,Full-Time,Data Science,160000,USD,0,Medium
69,2024,Entry-Level,Full-Time,Data Analyst,184180,USD,0,Medium
70,2024,Entry-Level,Full-Time,Data Analyst,159870,USD,0,Medium
71,2024,Senior-Level,Full-Time,Data Scientist,195000,USD,0,Medium
72,2024,Senior-Level,Full-Time,Data Scientist,110000,USD,0,Medium
73,2024,Senior-Level,Full-Time,Research Scientist,500000,USD,100,Medium
74,2024,Senior-Level,Full-Time,Research Scientist,180000,USD,100,Medium
75,2024,Senior-Level,Full-Time,Data Scientist,220000,USD,0,Medium
76,2024,Senior-Level,Full-Time,Data Scientist,137500,USD,0,Medium
77,2024,Senior-Level,Full-Time,AI Engineer,212000,USD,0,Medium
78,2024,Senior-Level,Full-Time,AI Engineer,93300,USD,0,Medium
79,2024,Senior-Level,Full-Time,Data Scientist,212000,USD,0,Medium
80,2024,Senior-Level,Full-Time,Data Scientist,93300,USD,0,Medium
81,2024,Entry-Level,Full-Time,Data Analyst,291900,USD,0,Medium
82,2024,Entry-Level,Full-Time,Data Analyst,103800,USD,0,Medium
83,2024,Senior-Level,Full-Time,Data Science,234000,USD,0,Medium
84,2024,Senior-Level,Full-Time,Data Science,146000,USD,0,Medium
87,2024,Mid-Level,Full-Time,Data Science Consultant,160000,USD,100,Medium
88,2024,Mid-Level,Full-Time,Data Science Consultant,70000,USD,100,Medium
89,2024,Senior-Level,Full-Time,Research Engineer,179000,USD,0,Medium
90,2024,Senior-Level,Full-Time,Research Engineer,112000,USD,0,Medium
91,2024,Entry-Level,Full-Time,Data Management Analyst,145000,USD,0,Medium
92,2024,Entry-Level,Full-Time,Data Management Analyst,120000,USD,0,Medium
93,2024,Mid-Level,Full-Time,Data Scientist,142100,USD,0,Medium
94,2024,Mid-Level,Full-Time,Data Scientist,94700,USD,0,Medium
95,2024,Mid-Level,Full-Time,AI Engineer,166000,USD,0,Medium
96,2024,Mid-Level,Full-Time,AI Engineer,73100,USD,0,Medium
97,2024,Senior-Level,Full-Time,Data Science Consultant,145000,USD,0,Medium
98,2024,Senior-Level,Full-Time,Data Science Consultant,128000,USD,0,Medium
99,2024,Entry-Level,Full-Time,Data Analyst,90000,USD,0,Medium
100,2024,Entry-Level,Full-Time,Data Analyst,75000,USD,0,Medium
101,2024,Mid-Level,Full-Time,Data Scientist,99000,USD,0,Medium
102,2024,Mid-Level,Full-Time,Data Scientist,87000,USD,0,Medium
103,2024,Executive-Level,Full-Time,Data Engineer,334075,USD,0,Medium
104,2024,Executive-Level,Full-Time,Data Engineer,268500,USD,0,Medium
105,2024,Senior-Level,Full-Time,Data Scientist,230000,USD,0,Medium
107,2024,Senior-Level,Full-Time,Research Analyst,212000,USD,0,Medium
108,2024,Senior-Level,Full-Time,Research Analyst,93300,USD,0,Medium
109,2024,Entry-Level,Full-Time,Data Operations Analyst,110500,USD,0,Medium
110,2024,Entry-Level,Full-Time,Data Operations Analyst,69000,USD,0,Medium
111,2024,Senior-Level,Full-Time,Data Management Consultant,100000,USD,0,Medium
112,2024,Senior-Level,Full-Time,Data Management Consultant,85000,USD,0,Medium
113,2024,Mid-Level,Full-Time,Business Intelligence Analyst,107690,USD,0,Medium
114,2024,Mid-Level,Full-Time,Business Intelligence Analyst,78300,USD,0,Medium
115,2024,Entry-Level,Full-Time,Analytics Engineer,131000,USD,100,Medium
116,2024,Entry-Level,Full-Time,Analytics Engineer,110000,USD,100,Medium
117,2024,Entry-Level,Full-Time,Data Analyst,133000,USD,0,Medium
118,2024,Entry-Level,Full-Time,Data Analyst,58400,USD,0,Medium
119,2024,Entry-Level,Full-Time,Data Engineer,115000,USD,100,Medium
120,2024,Entry-Level,Full-Time,Data Engineer,87550,USD,100,Medium
121,2024,Executive-Level,Full-Time,Data Engineer,209309,USD,0,Medium
122,2024,Executive-Level,Full-Time,Data Engineer,168854,USD,0,Medium
123,2024,Entry-Level,Full-Time,Research Analyst,133000,USD,0,Medium
124,2024,Entry-Level,Full-Time,Research Analyst,58400,USD,0,Medium
125,2024,Senior-Level,Full-Time,Data Scientist,269000,USD,0,Medium
126,2024,Senior-Level,Full-Time,Data Scientist,165000,USD,0,Medium
127,2024,Senior-Level,Full-Time,Data Scientist,245000,USD,0,Medium
128,2024,Senior-Level,Full-Time,Data Scientist,185000,USD,0,Medium
129,2024,Senior-Level,Full-Time,Research Scientist,333500,USD,0,Medium
130,2024,Senior-Level,Full-Time,Research Scientist,180000,USD,0,Medium
131,2024,Senior-Level,Full-Time,Data Scientist,195000,USD,100,Medium
132,2024,Senior-Level,Full-Time,Data Scientist,147500,USD,100,Medium
133,2024,Entry-Level,Full-Time,Machine Learning Engineer,187500,USD,0,Medium
134,2024,Entry-Level,Full-Time,Machine Learning Engineer,99500,USD,0,Medium
135,2024,Senior-Level,Full-Time,Analytics Engineer,126400,USD,100,Medium
136,2024,Senior-Level,Full-Time,Analytics Engineer,101100,USD,100,Medium
137,2024,Senior-Level,Full-Time,Data Engineer,167400,USD,100,Medium
138,2024,Senior-Level,Full-Time,Data Engineer,116600,USD,100,Medium
139,2024,Senior-Level,Full-Time,Data Analyst,126000,USD,0,Medium
140,2024,Senior-Level,Full-Time,Data Analyst,87000,USD,0,Medium
141,2024,Senior-Level,Full-Time,Data Engineer,152375,USD,100,Medium
142,2024,Senior-Level,Full-Time,Data Engineer,94000,USD,100,Medium
143,2024,Senior-Level,Full-Time,Data Quality Analyst,80000,GBP,0,Medium
144,2024,Senior-Level,Full-Time,Data Quality Analyst,45000,GBP,0,Medium
145,2024,Senior-Level,Full-Time,Data Architect,276000,USD,0,Medium
146,2024,Senior-Level,Full-Time,Data Architect,174000,USD,0,Medium
147,2024,Entry-Level,Full-Time,Data Analyst,113800,USD,100,Medium
148,2024,Entry-Level,Full-Time,Data Analyst,74400,USD,100,Medium
149,2024,Senior-Level,Full-Time,Machine Learning Engineer,333500,USD,0,Medium
150,2024,Senior-Level,Full-Time,Machine Learning Engineer,183000,USD,0,Medium
151,2024,Senior-Level,Full-Time,Machine Learning Engineer,260000,USD,0,Medium
152,2024,Senior-Level,Full-Time,Machine Learning Engineer,192000,USD,0,Medium
153,2024,Entry-Level,Full-Time,Data Analyst,158000,USD,0,Medium
154,2024,Entry-Level,Full-Time,Data Analyst,105000,USD,0,Medium
155,2024,Senior-Level,Full-Time,Data Scientist,148000,USD,0,Medium
157,2024,Mid-Level,Full-Time,Data Manager,128000,USD,0,Medium
158,2024,Mid-Level,Full-Time,Data Manager,81500,USD,0,Medium
159,2024,Senior-Level,Full-Time,Data Analyst,115000,USD,0,Medium
160,2024,Senior-Level,Full-Time,Data Analyst,75300,USD,0,Medium
161,2024,Mid-Level,Full-Time,Data Scientist,140000,USD,100,Medium
162,2024,Mid-Level,Full-Time,Data Scientist,100000,USD,100,Medium
163,2024,Mid-Level,Full-Time,ML Engineer,240000,USD,0,Medium
164,2024,Mid-Level,Full-Time,ML Engineer,140000,USD,0,Medium
165,2024,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
166,2024,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
167,2024,Mid-Level,Full-Time,Data Scientist,187200,USD,0,Medium
168,2024,Mid-Level,Full-Time,Data Scientist,100800,USD,0,Medium
169,2024,Senior-Level,Full-Time,Data Engineer,153200,USD,100,Medium
170,2024,Senior-Level,Full-Time,Data Engineer,102200,USD,100,Medium
171,2024,Senior-Level,Full-Time,Robotics Software Engineer,240000,USD,0,Medium
172,2024,Senior-Level,Full-Time,Robotics Software Engineer,160000,USD,0,Medium
173,2024,Mid-Level,Full-Time,Data Analyst,105000,USD,0,Medium
174,2024,Mid-Level,Full-Time,Data Analyst,77000,USD,0,Medium
175,2024,Senior-Level,Full-Time,Data Engineer,207300,USD,0,Medium
176,2024,Senior-Level,Full-Time,Data Engineer,119000,USD,0,Medium
177,2024,Mid-Level,Full-Time,Machine Learning Engineer,160000,USD,100,Medium
178,2024,Mid-Level,Full-Time,Machine Learning Engineer,130000,USD,100,Medium
179,2024,Senior-Level,Full-Time,Machine Learning Engineer,155000,USD,0,Medium
180,2024,Senior-Level,Full-Time,Machine Learning Engineer,125000,USD,0,Medium
181,2024,Executive-Level,Full-Time,Machine Learning Engineer,265000,USD,0,Medium
182,2024,Executive-Level,Full-Time,Machine Learning Engineer,203800,USD,0,Medium
183,2024,Senior-Level,Full-Time,Data Analyst,135000,USD,0,Medium
184,2024,Senior-Level,Full-Time,Data Analyst,105000,USD,0,Medium
185,2024,Senior-Level,Full-Time,Analytics Engineer,345400,USD,0,Medium
186,2024,Senior-Level,Full-Time,Analytics Engineer,272700,USD,0,Medium
187,2024,Mid-Level,Full-Time,Robotics Software Engineer,198000,USD,0,Medium
188,2024,Mid-Level,Full-Time,Robotics Software Engineer,160000,USD,0,Medium
189,2024,Senior-Level,Full-Time,Data Engineer,198000,USD,0,Medium
190,2024,Senior-Level,Full-Time,Data Engineer,180000,USD,0,Medium
191,2024,Senior-Level,Full-Time,Data Analyst,100000,USD,0,Medium
192,2024,Senior-Level,Full-Time,Data Analyst,80000,USD,0,Medium
193,2024,Senior-Level,Full-Time,ML Engineer,250000,USD,0,Medium
194,2024,Senior-Level,Full-Time,ML Engineer,200000,USD,0,Medium
195,2024,Senior-Level,Full-Time,Data Scientist,155000,USD,0,Medium
196,2024,Senior-Level,Full-Time,Data Scientist,139500,USD,0,Medium
197,2024,Senior-Level,Full-Time,Data Architect,160000,USD,0,Medium
198,2024,Senior-Level,Full-Time,Data Architect,110000,USD,0,Medium
199,2024,Senior-Level,Full-Time,Research Scientist,247600,USD,0,Large
200,2024,Senior-Level,Full-Time,Research Scientist,127300,USD,0,Large
201,2024,Senior-Level,Full-Time,Data Scientist,191500,USD,0,Medium
202,2024,Senior-Level,Full-Time,Data Scientist,111500,USD,0,Medium
203,2024,Senior-Level,Full-Time,Data Scientist,204800,USD,0,Medium
204,2024,Senior-Level,Full-Time,Data Scientist,115800,USD,0,Medium
205,2024,Senior-Level,Full-Time,Data Science Consultant,116000,USD,0,Medium
206,2024,Senior-Level,Full-Time,Data Science Consultant,90000,USD,0,Medium
207,2024,Senior-Level,Full-Time,Data Scientist,206000,USD,100,Medium
208,2024,Senior-Level,Full-Time,Data Scientist,140250,USD,100,Medium
209,2024,Senior-Level,Full-Time,Applied Scientist,225000,USD,0,Medium
210,2024,Mid-Level,Full-Time,Data Scientist,190000,USD,100,Medium
211,2024,Mid-Level,Full-Time,Data Scientist,175000,USD,100,Medium
212,2024,Entry-Level,Full-Time,Data Analyst,84105,USD,0,Medium
213,2024,Entry-Level,Full-Time,Data Analyst,76095,USD,0,Medium
214,2024,Senior-Level,Full-Time,Machine Learning Engineer,250000,USD,0,Medium
215,2024,Senior-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
216,2024,Senior-Level,Full-Time,Data Engineer,140000,USD,100,Medium
217,2024,Senior-Level,Full-Time,Data Engineer,100000,USD,100,Medium
218,2024,Senior-Level,Full-Time,Machine Learning Researcher,250800,USD,0,Medium
219,2024,Senior-Level,Full-Time,Machine Learning Researcher,167200,USD,0,Medium
220,2024,Mid-Level,Full-Time,Data Engineer,165000,USD,100,Medium
221,2024,Mid-Level,Full-Time,Data Engineer,140250,USD,100,Medium
223,2024,Mid-Level,Full-Time,Data Scientist,90000,USD,100,Medium
224,2024,Mid-Level,Full-Time,Research Scientist,300000,USD,0,Medium
225,2024,Mid-Level,Full-Time,Research Scientist,200000,USD,0,Medium
227,2024,Senior-Level,Full-Time,Data Scientist,104603,USD,0,Medium
228,2024,Senior-Level,Full-Time,Data Scientist,279000,USD,100,Medium
229,2024,Senior-Level,Full-Time,Data Scientist,183000,USD,100,Medium
230,2024,Mid-Level,Full-Time,Data Scientist,252000,USD,0,Medium
231,2024,Mid-Level,Full-Time,Data Scientist,168000,USD,0,Medium
232,2024,Senior-Level,Full-Time,Data Analyst,96600,USD,0,Medium
233,2024,Senior-Level,Full-Time,Data Analyst,55200,USD,0,Medium
234,2024,Entry-Level,Full-Time,Data Analyst,73756,USD,0,Medium
235,2024,Entry-Level,Full-Time,Data Analyst,61463,USD,0,Medium
236,2024,Senior-Level,Full-Time,Data Engineer,130000,USD,0,Medium
237,2024,Senior-Level,Full-Time,Data Engineer,100000,USD,0,Medium
238,2024,Mid-Level,Full-Time,Data Engineer,167500,USD,0,Medium
239,2024,Mid-Level,Full-Time,Data Engineer,106500,USD,0,Medium
240,2024,Mid-Level,Full-Time,Analytics Engineer,126000,USD,0,Medium
241,2024,Mid-Level,Full-Time,Analytics Engineer,78000,USD,0,Medium
242,2024,Mid-Level,Full-Time,AI Architect,800000,USD,100,Medium
243,2023,Entry-Level,Full-Time,Data DevOps Engineer,44382,EUR,50,Large
244,2024,Entry-Level,Full-Time,Data Analyst,40100,EUR,0,Medium
245,2024,Entry-Level,Full-Time,Data Analyst,28069,EUR,0,Medium
246,2024,Senior-Level,Full-Time,Data Engineer,220000,USD,0,Medium
247,2024,Senior-Level,Full-Time,Data Engineer,137500,USD,0,Medium
248,2024,Mid-Level,Full-Time,Data Scientist,127660,USD,0,Medium
249,2024,Mid-Level,Full-Time,Data Scientist,68740,USD,0,Medium
250,2024,Senior-Level,Full-Time,Machine Learning Engineer,137930,USD,0,Medium
251,2024,Senior-Level,Full-Time,Machine Learning Engineer,74270,USD,0,Medium
252,2024,Senior-Level,Full-Time,Data Engineer,180500,USD,0,Medium
253,2024,Senior-Level,Full-Time,Data Engineer,96200,USD,0,Medium
254,2024,Senior-Level,Full-Time,Data Engineer,266875,USD,0,Medium
255,2024,Senior-Level,Full-Time,Data Engineer,128250,USD,0,Medium
256,2024,Executive-Level,Full-Time,Business Intelligence,230000,USD,0,Medium
257,2024,Executive-Level,Full-Time,Business Intelligence,176900,USD,0,Medium
258,2024,Mid-Level,Full-Time,Data Scientist,212000,USD,0,Medium
259,2024,Mid-Level,Full-Time,Data Scientist,93300,USD,0,Medium
260,2024,Mid-Level,Full-Time,Machine Learning Scientist,200000,USD,0,Medium
261,2024,Mid-Level,Full-Time,Machine Learning Scientist,140000,USD,0,Medium
262,2024,Entry-Level,Full-Time,Data Analyst,80080,USD,0,Medium
263,2024,Entry-Level,Full-Time,Data Analyst,65400,USD,0,Medium
264,2024,Senior-Level,Full-Time,Machine Learning Engineer,210000,USD,0,Medium
265,2024,Senior-Level,Full-Time,Machine Learning Engineer,178500,USD,0,Medium
267,2024,Senior-Level,Full-Time,Data Scientist,115500,USD,0,Medium
268,2024,Senior-Level,Full-Time,AI Software Engineer,242000,USD,0,Medium
269,2024,Senior-Level,Full-Time,AI Software Engineer,106200,USD,0,Medium
270,2024,Senior-Level,Full-Time,Data Integration Engineer,148000,USD,0,Medium
271,2024,Senior-Level,Full-Time,Data Integration Engineer,100000,USD,0,Medium
272,2024,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
273,2024,Senior-Level,Full-Time,Data Engineer,145000,USD,100,Medium
274,2024,Senior-Level,Full-Time,Machine Learning Engineer,180000,USD,0,Medium
278,2024,Entry-Level,Full-Time,Data Analyst,85500,USD,100,Medium
279,2024,Entry-Level,Full-Time,Data Analyst,51000,USD,100,Medium
280,2024,Senior-Level,Full-Time,Data Science,185490,USD,0,Medium
281,2024,Senior-Level,Full-Time,Data Science,134530,USD,0,Medium
282,2024,Senior-Level,Full-Time,Research Scientist,337300,USD,0,Medium
283,2024,Senior-Level,Full-Time,Research Scientist,192700,USD,0,Medium
284,2024,Senior-Level,Full-Time,Data Engineer,205000,USD,0,Medium
285,2024,Senior-Level,Full-Time,Data Engineer,175000,USD,0,Medium
286,2024,Senior-Level,Full-Time,Data Scientist,185900,USD,0,Medium
287,2024,Senior-Level,Full-Time,Data Scientist,109400,USD,0,Medium
288,2024,Mid-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
289,2024,Mid-Level,Full-Time,Machine Learning Engineer,140000,USD,0,Medium
290,2024,Senior-Level,Full-Time,Data Engineer,277000,USD,0,Medium
291,2024,Senior-Level,Full-Time,Data Engineer,173000,USD,0,Medium
292,2024,Executive-Level,Full-Time,Data Architect,210000,USD,100,Medium
293,2024,Executive-Level,Full-Time,Data Architect,180000,USD,100,Medium
294,2024,Mid-Level,Full-Time,Data Engineer,70000,EUR,0,Medium
295,2024,Mid-Level,Full-Time,Data Engineer,53000,EUR,0,Medium
296,2024,Mid-Level,Full-Time,Data Engineer,200000,USD,100,Medium
297,2024,Mid-Level,Full-Time,Data Engineer,150000,USD,100,Medium
298,2024,Senior-Level,Full-Time,Data Analyst,193000,USD,100,Medium
299,2024,Senior-Level,Full-Time,Data Analyst,156000,USD,100,Medium
300,2024,Entry-Level,Full-Time,Business Intelligence Analyst,92000,USD,0,Medium
301,2024,Entry-Level,Full-Time,Business Intelligence Analyst,90000,USD,0,Medium
302,2024,Mid-Level,Full-Time,Analytics Engineer,197000,USD,0,Medium
303,2024,Mid-Level,Full-Time,Analytics Engineer,115000,USD,0,Medium
304,2024,Senior-Level,Full-Time,Data Analyst,86026,EUR,100,Medium
305,2024,Senior-Level,Full-Time,Data Analyst,71688,EUR,100,Medium
306,2024,Senior-Level,Full-Time,Data Analyst,86146,EUR,100,Medium
307,2024,Senior-Level,Full-Time,Data Analyst,71789,EUR,100,Medium
308,2024,Senior-Level,Full-Time,Data Scientist,170000,USD,0,Medium
309,2024,Senior-Level,Full-Time,Data Scientist,130000,USD,0,Medium
310,2024,Senior-Level,Full-Time,Data Scientist,297000,USD,0,Medium
311,2024,Senior-Level,Full-Time,Data Scientist,138000,USD,0,Medium
312,2024,Mid-Level,Full-Time,Research Scientist,212800,USD,0,Large
313,2024,Mid-Level,Full-Time,Research Scientist,124100,USD,0,Large
314,2024,Senior-Level,Full-Time,Data Science,160000,USD,100,Medium
315,2024,Senior-Level,Full-Time,Data Science,150000,USD,100,Medium
316,2024,Senior-Level,Full-Time,Data Operations Specialist,55720,USD,100,Medium
317,2024,Senior-Level,Full-Time,Data Operations Specialist,50700,USD,100,Medium
318,2024,Senior-Level,Full-Time,Data Analyst,140000,USD,0,Medium
319,2024,Senior-Level,Full-Time,Data Analyst,136000,USD,0,Medium
320,2024,Senior-Level,Full-Time,Data Engineer,195000,USD,100,Medium
321,2024,Senior-Level,Full-Time,Data Engineer,147500,USD,100,Medium
324,2024,Entry-Level,Full-Time,Research Analyst,300000,USD,0,Medium
325,2024,Entry-Level,Full-Time,Research Analyst,150000,USD,0,Medium
326,2024,Senior-Level,Full-Time,Data Engineer,154000,USD,0,Medium
327,2024,Senior-Level,Full-Time,Data Engineer,103000,USD,0,Medium
330,2024,Senior-Level,Full-Time,Machine Learning Engineer,234000,USD,100,Medium
331,2024,Senior-Level,Full-Time,Machine Learning Engineer,208000,USD,100,Medium
332,2024,Senior-Level,Full-Time,Data Engineer,206000,USD,100,Medium
333,2024,Senior-Level,Full-Time,Data Engineer,175100,USD,100,Medium
334,2024,Senior-Level,Full-Time,Machine Learning Engineer,324000,USD,0,Medium
335,2024,Senior-Level,Full-Time,Machine Learning Engineer,159000,USD,0,Medium
336,2024,Senior-Level,Full-Time,Data Engineer,150895,USD,0,Medium
337,2024,Senior-Level,Full-Time,Data Engineer,120715,USD,0,Medium
338,2024,Entry-Level,Full-Time,Research Analyst,300000,USD,100,Medium
339,2024,Entry-Level,Full-Time,Research Analyst,150000,USD,100,Medium
340,2024,Senior-Level,Full-Time,Data Scientist,283800,USD,0,Medium
341,2024,Senior-Level,Full-Time,Data Scientist,234700,USD,0,Medium
342,2024,Entry-Level,Full-Time,Business Intelligence Analyst,86000,USD,0,Medium
343,2024,Entry-Level,Full-Time,Business Intelligence Analyst,53000,USD,0,Medium
344,2024,Senior-Level,Full-Time,Data Scientist,187158,USD,0,Medium
345,2024,Senior-Level,Full-Time,Data Scientist,116974,USD,0,Medium
346,2024,Senior-Level,Full-Time,Analytics Engineer,225000,USD,0,Medium
347,2024,Senior-Level,Full-Time,Analytics Engineer,180000,USD,0,Medium
348,2024,Senior-Level,Full-Time,Data Scientist,179000,USD,0,Medium
349,2024,Senior-Level,Full-Time,Data Scientist,112000,USD,0,Medium
350,2024,Senior-Level,Full-Time,Machine Learning Engineer,195700,USD,0,Medium
351,2024,Senior-Level,Full-Time,Machine Learning Engineer,97700,USD,0,Medium
352,2024,Senior-Level,Full-Time,BI Analyst,100000,USD,0,Medium
353,2024,Senior-Level,Full-Time,BI Analyst,85000,USD,0,Medium
354,2024,Mid-Level,Full-Time,Data Analyst,119000,USD,0,Medium
355,2024,Mid-Level,Full-Time,Data Analyst,52100,USD,0,Medium
356,2024,Senior-Level,Full-Time,Business Intelligence Developer,136000,USD,0,Medium
357,2024,Senior-Level,Full-Time,Business Intelligence Developer,91536,USD,0,Medium
358,2024,Senior-Level,Full-Time,Data Engineer,199700,USD,0,Medium
359,2024,Senior-Level,Full-Time,Data Engineer,165100,USD,0,Medium
360,2024,Senior-Level,Full-Time,Machine Learning Engineer,251250,USD,0,Medium
361,2024,Senior-Level,Full-Time,Machine Learning Engineer,120750,USD,0,Medium
362,2024,Senior-Level,Full-Time,Data Scientist,240000,USD,100,Medium
363,2024,Senior-Level,Full-Time,Data Scientist,220000,USD,100,Medium
366,2024,Executive-Level,Full-Time,Data Science,300000,USD,100,Medium
367,2024,Executive-Level,Full-Time,Data Science,220000,USD,100,Medium
370,2024,Entry-Level,Full-Time,Data Analyst,170000,USD,100,Medium
371,2024,Entry-Level,Full-Time,Data Analyst,150000,USD,100,Medium
372,2024,Senior-Level,Full-Time,Data Analyst,150000,USD,0,Medium
373,2024,Senior-Level,Full-Time,Data Analyst,120000,USD,0,Medium
374,2024,Senior-Level,Full-Time,Data Scientist,247300,USD,0,Medium
375,2024,Senior-Level,Full-Time,Data Scientist,139800,USD,0,Medium
376,2024,Executive-Level,Full-Time,Data Engineer,220000,USD,100,Medium
377,2024,Executive-Level,Full-Time,Data Engineer,210000,USD,100,Medium
378,2024,Entry-Level,Full-Time,Research Analyst,116000,USD,100,Medium
379,2024,Entry-Level,Full-Time,Research Analyst,79000,USD,100,Medium
380,2024,Mid-Level,Full-Time,Data Scientist,130000,USD,0,Medium
381,2024,Mid-Level,Full-Time,Data Scientist,117000,USD,0,Medium
382,2024,Mid-Level,Full-Time,Data Scientist,172200,USD,0,Medium
383,2024,Mid-Level,Full-Time,Data Scientist,131200,USD,0,Medium
384,2024,Senior-Level,Full-Time,Research Scientist,210000,USD,0,Medium
